-26.151,-4.4462,34.933,1
-16.45,-74.15,-52.728,1
30.849,69.365,34.645,1
-0.16151,4.2019,131.2,1
-113.16,-22.276,35.86,1
4.4604,46.248,-45.118,1
-11.489,6.6153,-2.7868,1
74.286,140.76,-0.69856,1
6.8027,-61.818,90.153,1
32.477,129.5,81.223,1
23.259,-9.6475,-114.41,1
-32.788,24.984,-14.248,1
-20.835,82.308,-59.545,1
-53.601,0.42286,9.7717,1
26.161,74.836,-2.1497,1
-37.459,-72.008,73.002,1
38.287,-29.968,-33.513,1
-10.775,-5.9006,14.947,1
38.304,-19.489,-23.726,1
83.951,37.293,-49.289,1
-27.129,-4.4862,34.933,1
-17.324,-74.176,-52.728,1
29.76,69.411,34.645,1
-1.1528,4.2009,131.2,1
-114.11,-22.446,35.86,1
3.4061,46.254,-45.118,1
-12.484,6.5973,-2.7868,1
73.09,140.87,-0.69856,1
5.9105,-61.809,90.153,1
31.298,129.55,81.223,1
22.288,-9.6133,-114.41,1
-33.81,24.934,-14.248,1
-21.943,82.276,-59.545,1
-54.586,0.34172,9.7717,1
25.064,74.875,-2.1497,1
-38.336,-72.065,73.002,1
37.347,-29.911,-33.513,1
-11.751,-5.9175,14.947,1
37.349,-19.432,-23.726,1
82.91,37.418,-49.289,1
-28.064,-4.6089,34.933,1
-17.945,-74.253,-52.728,1
28.492,69.543,34.645,1
-2.1267,4.195,131.2,1
-114.96,-22.96,35.86,1
2.2429,46.268,-45.118,1
-13.468,6.5404,-2.7868,1
71.5,141.2,-0.69856,1
5.2335,-61.782,90.153,1
29.76,129.68,81.223,1
21.376,-9.5135,-114.41,1
-34.877,24.781,-14.248,1
-23.268,82.176,-59.545,1
-55.542,0.095427,9.7717,1
23.772,74.986,-2.1497,1
-38.966,-72.237,73.002,1
36.526,-29.744,-33.513,1
-12.679,-5.971,14.947,1
36.481,-19.265,-23.726,1
81.786,37.79,-49.289,1
-28.953,-4.8182,34.933,1
-18.313,-74.385,-52.728,1
27.045,69.756,34.645,1
-3.0831,4.18,131.2,1
-115.71,-23.821,35.86,1
0.9708,46.285,-45.118,1
-14.442,6.4402,-2.7868,1
69.514,141.73,-0.69856,1
4.7717,-61.74,90.153,1
27.861,129.9,81.223,1
20.522,-9.3519,-114.41,1
-35.987,24.52,-14.248,1
-24.809,82,-59.545,1
-56.466,-0.32011,9.7717,1
22.284,75.163,-2.1497,1
-39.348,-72.526,73.002,1
35.823,-29.468,-33.513,1
-13.559,-6.0649,14.947,1
35.699,-18.989,-23.726,1
80.575,38.404,-49.289,1
-29.796,-5.1176,34.933,1
-18.426,-74.569,-52.728,1
25.416,70.041,34.645,1
-4.0219,4.1517,131.2,1
-116.35,-25.03,35.86,1
-0.41032,46.297,-45.118,1
-15.404,6.2926,-2.7868,1
67.127,142.46,-0.69856,1
4.5246,-61.682,90.153,1
25.601,130.19,81.223,1
19.724,-9.1316,-114.41,1
-37.137,24.145,-14.248,1
-26.564,81.74,-59.545,1
-57.355,-0.90867,9.7717,1
20.598,75.397,-2.1497,1
-39.48,-72.931,73.002,1
35.235,-29.086,-33.513,1
-14.39,-6.2026,14.947,1
35.001,-18.609,-23.726,1
79.272,39.252,-49.289,1
-30.59,-5.5102,34.933,1
-18.283,-74.802,-52.728,1
23.603,70.387,34.645,1
-4.9428,4.1062,131.2,1
-116.87,-26.589,35.86,1
-1.9005,46.296,-45.118,1
-16.353,6.0932,-2.7868,1
64.333,143.36,-0.69856,1
4.4917,-61.606,90.153,1
22.976,130.54,81.223,1
18.98,-8.8554,-114.41,1
-38.325,23.651,-14.248,1
-28.53,81.383,-59.545,1
-58.203,-1.6737,9.7717,1
18.713,75.678,-2.1497,1
-39.357,-73.448,73.002,1
34.759,-28.598,-33.513,1
-15.17,-6.3871,14.947,1
34.384,-18.126,-23.726,1
77.87,40.328,-49.289,1
-31.33,-5.9986,34.933,1
-17.881,-75.077,-52.728,1
